"","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","ID","GSE_slope30m","ID","build_dens","ID","Settle_Dist"
"1188",350,376,"NA","uuid:73a3777f-6ef2-41c1-97bb-c4ec2d41249f","Rwamchanga",43,"Male","Mkurya","Primary","Yes",12,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","No","Crop_damage Structure","Weather",30,"No","30_45",9,2,"Guarding Shouting Wire_fence","","Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1485.6,4.8,"uuid:73a3777f-6ef2-41c1-97bb-c4ec2d41249f",1,0,0,0,0,0,0,0,0,0,"lion",350,0.410793650793651,0.0283068791031837,0.292910052910053,0.0433862432837486,0.00999999977648258,350,3.31811689160252,350,10.8268671035767,350,1660.10241699219
"1189",351,377,"NA","uuid:232ce104-baa7-455b-8ae6-3cede662dbdc","Mbirikiri",27,"Male","Mkurya","Post_secondary","Yes",9,1,"Young_boy Men Young_girl Women",1,1,1,-2147483648,2,3,-2147483648,3,4,"Frequently","Yes","No","Crop_damage Structure","Wildlife",4,"No","30_45",9,4,"Guarding Shouting Chasing","","Baboon Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1672.4,5,"uuid:232ce104-baa7-455b-8ae6-3cede662dbdc",1,1,0,0,0,0,0,0,0,0,"lion",351,0.248412698412698,0.015185184776783,0.380687830687831,0.0415343903005123,0.022804232314229,351,3.6192946391123,351,63.084545135498,351,84.5380630493164
"1190",352,378,"NA","uuid:6cce39c8-c363-4db1-a512-b0fb7ea6e4d6","Mbirikiri",41,"Male","Mkurya","Primary","Yes",10,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Once_or_twice","Yes","Yes","Crop_damage","Wildlife",10,"No","45_60",9,3,"Guarding Fire Shouting Chasing","","Elephant Other","Nungunungu","Elephant","","Often","Cattle Dog Chicken",8,-2147483648,-2147483648,-2147483648,1,5,-2147483648,-2147483648,"Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1403.8,4.9,"uuid:6cce39c8-c363-4db1-a512-b0fb7ea6e4d6",1,0,0,0,1,0,0,0,0,0,"lion",352,0.353015873015873,0.00476190494373441,0.272698412698413,0.0348148159682751,0.0169312171638012,352,3.42589405898773,352,63.6619758605957,352,1605.388671875
"1191",353,379,"NA","uuid:60061ed3-fe72-435f-9f28-f5aa9db71dee","Bisarara",42,"Male","Mkurya","Primary","Yes",3,1,"Adolesc_boy Men Women",1,1,-2147483648,1,1,-2147483648,-2147483648,1,4,"Frequently","Yes","No","Crop_damage Structure","Wildlife",8,"No","45_60",9,3,"Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Always","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1508.5,4.7,"uuid:60061ed3-fe72-435f-9f28-f5aa9db71dee",1,0,0,0,0,0,0,0,0,0,"lion",353,0.29984126984127,0.0659259259700775,0.444920634920635,0.0346031747758389,0.0297883599996567,353,2.91724835225041,353,32.6971397399902,353,514.224914550781
"1192",354,380,"NA","uuid:ed0af971-dafa-4f44-9c75-26fa719ab8a6","Bisarara",23,"Male","Mkurya","Primary","Yes",7,1,"Young_boy Men Adolesc_girl Women",1,1,1,-2147483648,3,-2147483648,2,1,4,"Frequently","Yes","Yes","Crop_damage","Weather",12,"Yes","0_15",9,2,"Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Dog",5,-2147483648,-2147483648,-2147483648,2,-2147483648,-2147483648,-2147483648,"Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1905.9,5,"uuid:ed0af971-dafa-4f44-9c75-26fa719ab8a6",1,0,0,0,0,0,0,0,0,0,"lion",354,0.388148148148148,0.045343916863203,0.341534391534391,0.0375132262706757,0.030423279851675,354,2.87010199305242,354,52.4742164611816,354,1483.93798828125
"1193",355,381,"NA","uuid:0a960634-a765-4473-aa97-d564968aafc0","Bisarara",35,"Female","Mkurya","Primary","Yes",8,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","No","Crop_damage","Wildlife",8,"Yes","15_30",8,3,"Guarding","","Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1306.5,4.9,"uuid:0a960634-a765-4473-aa97-d564968aafc0",1,0,0,0,0,0,0,0,0,0,"lion",355,0.324550264550265,0.121111109852791,0.308095238095238,0.0299470890313387,0.0249735452234745,355,3.05448795457918,355,69.9415588378906,355,801.998474121094
"1194",356,382,"NA","uuid:df663e55-fd84-4e48-a3dc-61413f843590","Nyamburi",30,"Female","Mkurya","Primary","No",10,1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,1,1,2,4,1,1,2,"Once_or_twice","Yes","No","No_conflict","Weather",3,"Yes","0_15",9,2,"None","","","","","","","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1552.5,4.2,"uuid:df663e55-fd84-4e48-a3dc-61413f843590",0,0,0,0,0,0,0,0,0,0,"lion",356,0.416507936507936,0.0165079366415739,0.21989417989418,0.0467724874615669,0.012116402387619,356,3.18038091026838,356,84.4495620727539,356,6269.29638671875
"1195",357,383,"NA","uuid:2ff86aa5-edb7-4b97-ac64-53c23d8f14f2","Nyamburi",23,"Female","Mkurya","O_level","Yes",12,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,3,"Once_or_twice","Yes","Yes","No_conflict","Weather",6,"Yes","0_15",9,3,"None","","","","","","","Cattle Dog Chicken",6,-2147483648,-2147483648,-2147483648,2,5,-2147483648,-2147483648,"Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1624.6,4.9,"uuid:2ff86aa5-edb7-4b97-ac64-53c23d8f14f2",0,0,0,0,0,0,0,0,0,0,"lion",357,0.421164021164021,0.0202645510435104,0.202698412698413,0.0383068770170212,0.0104232802987099,357,2.94603167405441,357,80.4797134399414,357,4722.51220703125
"1196",358,384,"NA","uuid:3b54820f-0fe8-42b7-8de8-5d542d16b96e","Bisarara",45,"Female","Mkurya","Primary","Yes",9,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",2,"No","15_30",9,4,"Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken",5,8,3,-2147483648,1,3,-2147483648,-2147483648,"Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,6,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","",1602.7,5,"uuid:3b54820f-0fe8-42b7-8de8-5d542d16b96e",1,0,0,0,0,0,1,0,0,0,"lion",358,0.429153439153439,0.0185714289546013,0.162116402116402,0.0388888902962208,0.0101058203727007,358,2.86792150430894,358,78.6752319335938,358,3589.75805664062
"1197",359,385,"NA","uuid:671d5202-20db-4cf6-ab3f-da888cbe25ac","Bisarara",49,"Female","Mkurya","Primary","Yes",15,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",25,"No","30_45",9,6,"Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken",50,25,20,-2147483648,2,15,-2147483648,-2147483648,"Grazing_land","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat Sheep",-2147483648,2,3,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1613.7,4.7,"uuid:671d5202-20db-4cf6-ab3f-da888cbe25ac",1,0,0,0,0,0,1,0,0,0,"lion",359,0.486613756613757,0.00793650839477777,0.14952380952381,0.0389418005943298,0.0155026456341147,359,2.8716355999295,359,88.9246673583984,359,2471.20239257812
"1198",360,386,"NA","uuid:0e0b4081-742b-4b54-b255-3dc7c39104eb","Tamkeri",40,"Female","Mkurya","None","Yes",15,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",5,"Yes","0_15",9,4,"Guarding Shouting","","Elephant Other","Bushpig","Elephant","","Always","Cattle Sheep Goat Donkey Dog Chicken Duck",12,5,6,4,3,10,2,-2147483648,"Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat Sheep",-2147483648,15,20,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Sometimes","","","Elephant",1592.8,4.9,"uuid:0e0b4081-742b-4b54-b255-3dc7c39104eb",1,0,0,0,1,0,1,0,0,0,"lion",360,0.461428571428571,0.0357142873108387,0.223809523809524,0.0373544991016388,0.0162433870136738,360,2.89584484806807,360,65.3942794799805,360,1083.02795410156
"1199",361,387,"NA","uuid:90207e40-544e-4d7d-925e-be48aead9f47","Bisarara",36,"Male","Mkurya","Primary","Yes",9,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",3,"Yes","0_15",9,4,"Guarding Shouting","","Baboon Elephant Other","Nguruwe","Elephant","","Always","Cattle Dog Chicken",2,-2147483648,-2147483648,-2147483648,1,5,-2147483648,-2147483648,"Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat",-2147483648,3,-2147483648,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1662.4,5,"uuid:90207e40-544e-4d7d-925e-be48aead9f47",1,1,0,0,1,0,1,0,0,0,"lion",361,0.282857142857143,0.157513231039047,0.308253968253968,0.0298941805958748,0.0176190473139286,361,3.3176138640065,361,50.8862724304199,361,107.76530456543
"1200",362,388,"NA","uuid:f0177eff-7a03-4dd2-b32c-c6742cec7133","Tamkeri",30,"Male","Mkurya","Primary","Yes",10,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"Yes","0_15",9,4,"Guarding Fire Shouting","","Elephant","","Elephant","","Often","Cattle Goat Dog Chicken",5,-2147483648,3,-2147483648,2,8,-2147483648,-2147483648,"Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Cattle Goat",3,2,-2147483648,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","",1624.8,5,"uuid:f0177eff-7a03-4dd2-b32c-c6742cec7133",1,0,0,0,0,0,1,0,0,0,"lion",362,0.50994708994709,0.0124338623136282,0.160952380952381,0.0369312167167664,0.0114814816042781,362,2.81104778288533,362,66.3326034545898,362,2205.29321289062
"1201",363,389,"NA","uuid:46ae7408-3b58-4902-8d68-3391d525da0d","Tamkeri",28,"Female","Mkurya","Primary","Yes",5,1,"Young_boy Men Adolesc_girl Women",1,1,2,-2147483648,1,-2147483648,1,1,4,"Frequently","Yes","No","Crop_damage","Wildlife",3,"No","15_30",9,3,"Guarding Shouting","","Elephant","","Elephant","","Sometimes","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1609.5,5,"uuid:46ae7408-3b58-4902-8d68-3391d525da0d",1,0,0,0,0,0,0,0,0,0,"lion",363,0.511164021164021,0.035026453435421,0.172645502645503,0.0380952395498753,0.00671957666054368,363,2.74649894483151,363,51.5358848571777,363,1435.28100585938
"1202",364,390,"NA","uuid:a4833e81-1e26-49c0-a544-b1fa6af99ed9","Tamkeri",22,"Female","Mkurya","Primary","Yes",4,1,"Young_boy Men Women",1,1,2,-2147483648,1,-2147483648,-2147483648,1,4,"Once_or_twice","Yes","Yes","Crop_damage","Wildlife",5,"No","30_45",9,3,"Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Dog Chicken",6,-2147483648,-2147483648,-2147483648,1,8,-2147483648,-2147483648,"Disease","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1628,4.8,"uuid:a4833e81-1e26-49c0-a544-b1fa6af99ed9",1,0,0,0,0,0,0,0,0,0,"lion",364,0.364708994708995,0.194708988070488,0.256984126984127,0.0429100543260574,0.0104761905968189,364,2.87547587739728,364,35.6564826965332,364,281.969604492188
"1203",365,391,"NA","uuid:7f06601c-41b8-4f6d-99af-296797ece668","Nyamburi",26,"Female","Mkurya","None","Yes",6,1,"Young_boy Men Young_girl Women",1,1,1,-2147483648,1,3,-2147483648,1,4,"Few_times","Yes","No","No_conflict","Weather",2,"Yes","0_15",9,2,"None","","","","","","","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1614.9,4.9,"uuid:7f06601c-41b8-4f6d-99af-296797ece668",0,0,0,0,0,0,0,0,0,0,"lion",365,0.411005291005291,0.0195238087326288,0.167724867724868,0.0389418005943298,0.00693121692165732,365,2.95810074901376,365,77.0151138305664,365,4117.70654296875
"1204",366,392,"NA","uuid:9e5c6eff-5415-4223-868a-a86abf523b61","Kisangura",28,"Female","Mkurya","Primary","Yes",5,1,"Young_boy Men Young_girl Women",1,1,1,-2147483648,1,2,-2147483648,1,4,"Frequently","Yes","Yes","No_conflict","Weather",4,"No","30_45",9,3,"None","","","","","","","Dog Chicken",-2147483648,-2147483648,-2147483648,-2147483648,1,6,-2147483648,-2147483648,"Disease","Night_contained Day_none","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1693.6,4.8,"uuid:9e5c6eff-5415-4223-868a-a86abf523b61",0,0,0,0,0,0,0,0,0,0,"lion",366,0.436878306878307,0.0267195776104927,0.191111111111111,0.0387301594018936,0.00719576701521873,366,3.00036979412906,366,73.4061584472656,366,6171.857421875
"1205",367,393,"NA","uuid:2ec69d4d-4b2d-45b6-8a4b-8446c36d989f","Makundusi",35,"Female","Mkurya","Primary","Yes",5,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage","Wildlife",4,"No","15_30",9,2,"Guarding Fire Shouting","","Elephant","","Elephant","","Never","Cattle Sheep Goat Dog Chicken",50,16,6,-2147483648,4,12,-2147483648,-2147483648,"Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1331.4,5,"uuid:2ec69d4d-4b2d-45b6-8a4b-8446c36d989f",1,0,0,0,0,0,0,0,0,0,"lion",367,0.273280423280423,0.00333333341404796,0.502486772486773,0.0399470888078213,0.0187830682843924,367,2.56896223275947,367,32.0475273132324,367,1045.67810058594
"1206",368,394,"NA","uuid:1d8f8077-d378-4f91-a245-24d9b9e5ba47","Mosongo",42,"Male","Mkurya","Primary","Yes",15,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",10,"Yes","0_15",9,8,"Guarding Fire Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken",20,21,15,-2147483648,2,21,-2147483648,-2147483648,"Low_productivity","Day_dog Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1366.1,4.8,"uuid:1d8f8077-d378-4f91-a245-24d9b9e5ba47",1,0,0,0,1,0,0,0,0,0,"lion",368,0.183862433862434,0.0295767188072205,0.587566137566138,0.024232804775238,0.0077777779661119,368,2.71973164961215,368,46.7720642089844,368,5572.86328125
"1207",369,395,"NA","uuid:d88ff96c-621e-4c13-98d3-dc763f097ccf","Kenokwe",42,"Male","Mkurya","Primary","Yes",9,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",7,"Yes","0_15",9,4,"Guarding Fire Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken",22,42,12,-2147483648,4,8,-2147483648,-2147483648,"Low_productivity","Day_dog Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,1,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1394.9,4.5,"uuid:d88ff96c-621e-4c13-98d3-dc763f097ccf",1,0,0,0,1,0,1,0,0,0,"lion",369,0.147936507936508,0.0387301594018936,0.598412698412699,0.0210052914917469,0.00941798929125071,369,2.4390994478226,369,34.8625106811523,369,7448.2900390625
"1208",370,396,"NA","uuid:73361f8c-5124-4bfb-a3d0-58e3e0c0fb75","Mosongo",67,"Male","Mwisenye","Primary","Yes",12,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",9,"Yes","0_15",9,5,"Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken Duck",23,25,12,-2147483648,4,8,3,-2147483648,"Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,3,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1454.2,5,"uuid:73361f8c-5124-4bfb-a3d0-58e3e0c0fb75",1,0,0,0,1,0,1,0,0,0,"lion",370,0.159153439153439,0.114285714924335,0.411111111111111,0.0113227516412735,0,370,4.22271448870421,370,32.9136734008789,370,6516.0830078125
"1209",371,397,"NA","uuid:293c4ed6-69d0-4a45-9aa5-b9c00cb27bac","Mosongo",40,"Female","Mkurya","Primary","Yes",9,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",3,"No","60_plus",9,2,"Guarding Shouting","","Baboon Elephant","","Elephant","","Rarely","Cattle Goat Dog Chicken",10,-2147483648,9,-2147483648,1,9,-2147483648,-2147483648,"Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat",-2147483648,2,-2147483648,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","",1478.4,5,"uuid:293c4ed6-69d0-4a45-9aa5-b9c00cb27bac",1,1,0,0,0,0,1,0,0,0,"lion",371,0.122910052910053,0.132275134325027,0.484603174603175,0.00661375652998686,0.0096825398504734,371,4.76502978757733,371,34.1407203674316,371,9599.630859375
"1210",372,398,"NA","uuid:f39f6359-3fe6-4ac9-93ef-6f9d0adcf934","Mosongo",35,"Male","Mkurya","Primary","Yes",13,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2,"Never","Yes","Yes","Livestock_loss_med","Weather",5.5,"Yes","0_15",9,2,"Guarding","","","","","","","Cattle Sheep Goat Donkey Dog Chicken",60,40,100,1,2,30,-2147483648,-2147483648,"Grazing_land","Day_dog Night_contained Night_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",2,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat Sheep",-2147483648,6,3,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","",1541.1,4.2,"uuid:f39f6359-3fe6-4ac9-93ef-6f9d0adcf934",0,0,0,0,0,0,1,0,0,0,"lion",372,0.0717460317460317,0.190634921193123,0.498359788359788,0.0166666675359011,0.000793650804553181,372,4.91254685836494,372,31.542272567749,372,8640.3212890625
"1211",373,399,"NA","uuid:08b4e26b-b83f-4fb0-8244-69d94e124e86","Kenokwe",24,"Female","Mkurya","Primary","Yes",14,1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,4,2,2,3,1,2,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",28,"No","45_60",9,4,"Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken",45,4,10,-2147483648,2,12,-2147483648,-2147483648,"Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat Sheep",-2147483648,8,4,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1411.3,4.9,"uuid:08b4e26b-b83f-4fb0-8244-69d94e124e86",1,0,0,0,1,0,1,0,0,0,"lion",373,0.144126984126984,0.0646560862660408,0.653650793650794,0.0130158727988601,0.00783068779855967,373,2.38741130528942,373,22.375524520874,373,8453.912109375
"1212",374,400,"NA","uuid:1c53796a-de1d-4008-8f22-47c5ca70bba9","Kenokwe",22,"Female","Mkurya","Primary","No",11,1,"",0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,4,"Few_times","Yes","Yes","Crop_damage","Wildlife",7,"No","45_60",9,2,"Guarding Fire Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken",15,30,18,7,4,28,-2147483648,-2147483648,"Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",2,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1404.9,4.9,"uuid:1c53796a-de1d-4008-8f22-47c5ca70bba9",1,0,0,0,0,0,0,0,0,0,"lion",374,0.185079365079365,0.0586772486567497,0.674126984126984,0.0256613753736019,0.00576719595119357,374,2.51625446584332,374,33.9963607788086,374,8236.498046875
"1213",375,401,"NA","uuid:fd6af6f7-13b7-4c09-b29b-83961115b05c","Kenokwe",22,"Male","Mkurya","Primary","Yes",9,1,"Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,-2147483648,1,3,2,1,2,4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",8,"Yes","0_15",9,4,"Guarding Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken",50,12,40,3,3,22,-2147483648,-2147483648,"Weather","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Goat Sheep",-2147483648,5,3,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1430.8,5,"uuid:fd6af6f7-13b7-4c09-b29b-83961115b05c",1,0,0,0,0,0,1,0,0,0,"lion",375,0.18973544973545,0.0353968255221844,0.696825396825397,0.0208994708955288,0,375,2.53968632739845,375,34.5016174316406,375,9209.072265625
