"","X","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","ID.1","gse_slope30m","ID.2","build_dens","ID.3","settle_dist","vervet_c"
"2025",349,349,375,"NA","uuid:f9a9f59a-3cf0-4323-a2cb-d4aa1a5bb4de","Rwamchanga",39,"Male","Mwikoma","Primary","Yes","5",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"1","1","1","1","-2147483648","1",4,"Few_times","Yes","Yes","Crop_damage Structure","Wildlife",10,"No","15_30","9","3","Guarding Shouting Wire_fence","","Baboon Elephant","","Elephant","","Always","Cattle Dog Chicken","12","-2147483648","-2147483648","-2147483648","2","12","-2147483648","-2147483648","Grazing_land","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","Elephant",1465.6,4.8,"uuid:f9a9f59a-3cf0-4323-a2cb-d4aa1a5bb4de",1,1,0,0,0,0,0,0,0,0,"vervet",349,0.327777773141861,0.00333333341404796,0.532222211360931,0.0222222227603197,0.045555554330349,349,2.29488682746887,349,26.7380313873291,349,219.166870117188,0
"2026",350,350,376,"NA","uuid:73a3777f-6ef2-41c1-97bb-c4ec2d41249f","Rwamchanga",43,"Male","Mkurya","Primary","Yes","12",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","No","Crop_damage Structure","Weather",30,"No","30_45","9","2","Guarding Shouting Wire_fence","","Elephant","","Elephant","","Often","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","Elephant",1485.6,4.8,"uuid:73a3777f-6ef2-41c1-97bb-c4ec2d41249f",1,0,0,0,0,0,0,0,0,0,"vervet",350,0.689999997615814,0.00333333341404796,0.189999997615814,0.0366666652262211,0,350,2.72830629348755,350,14.0056352615356,350,1667.08264160156,0
"2027",351,351,377,"NA","uuid:232ce104-baa7-455b-8ae6-3cede662dbdc","Mbirikiri",27,"Male","Mkurya","Post_secondary","Yes","9",1,"Young_boy Men Young_girl Women",1,1,"1","-2147483648","2","3","-2147483648","3",4,"Frequently","Yes","No","Crop_damage Structure","Wildlife",4,"No","30_45","9","4","Guarding Shouting Chasing","","Baboon Elephant","","Elephant","","Often","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","Elephant",1672.4,5,"uuid:232ce104-baa7-455b-8ae6-3cede662dbdc",1,1,0,0,0,0,0,0,0,0,"vervet",351,0.228888884186745,0,0.421111106872559,0.0700000002980232,0.0555555559694767,351,3.38132905960083,351,53.4760627746582,351,85.7770919799805,0
"2028",352,352,378,"NA","uuid:6cce39c8-c363-4db1-a512-b0fb7ea6e4d6","Mbirikiri",41,"Male","Mkurya","Primary","Yes","10",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Once_or_twice","Yes","Yes","Crop_damage","Wildlife",10,"No","45_60","9","3","Guarding Fire Shouting Chasing","","Elephant Other","Nungunungu","Elephant","","Often","Cattle Dog Chicken","8","-2147483648","-2147483648","-2147483648","1","5","-2147483648","-2147483648","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1403.8,4.9,"uuid:6cce39c8-c363-4db1-a512-b0fb7ea6e4d6",1,0,0,0,1,0,0,0,0,0,"vervet",352,0.467777788639069,0.00222222227603197,0.298888891935349,0.0366666652262211,0,352,4.26362991333008,352,56.0225410461426,352,1571.36779785156,0
"2029",353,353,379,"NA","uuid:60061ed3-fe72-435f-9f28-f5aa9db71dee","Bisarara",42,"Male","Mkurya","Primary","Yes","3",1,"Adolesc_boy Men Women",1,1,"-2147483648","1","1","-2147483648","-2147483648","1",4,"Frequently","Yes","No","Crop_damage Structure","Wildlife",8,"No","45_60","9","3","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Always","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","Elephant",1508.5,4.7,"uuid:60061ed3-fe72-435f-9f28-f5aa9db71dee",1,0,0,0,0,0,0,0,0,0,"vervet",353,0.611394703388214,0.00503182830289006,0.243741884827614,0.0112569453194737,0.0216348376125097,353,2.86014604568481,353,61.1154975891113,353,516.461242675781,0
"2030",354,354,380,"NA","uuid:ed0af971-dafa-4f44-9c75-26fa719ab8a6","Bisarara",23,"Male","Mkurya","Primary","Yes","7",1,"Young_boy Men Adolesc_girl Women",1,1,"1","-2147483648","3","-2147483648","2","1",4,"Frequently","Yes","Yes","Crop_damage","Weather",12,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Dog","5","-2147483648","-2147483648","-2147483648","2","-2147483648","-2147483648","-2147483648","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1905.9,5,"uuid:ed0af971-dafa-4f44-9c75-26fa719ab8a6",1,0,0,0,0,0,0,0,0,0,"vervet",354,0.591111123561859,0.00444444455206394,0.188888892531395,0.0733333304524422,0.0333333350718021,354,3.10368061065674,354,21.6450729370117,354,1488.69860839844,0
"2031",355,355,381,"NA","uuid:0a960634-a765-4473-aa97-d564968aafc0","Bisarara",35,"Female","Mkurya","Primary","Yes","8",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","No","Crop_damage","Wildlife",8,"Yes","15_30","8","3","Guarding","","Elephant","","Elephant","","Often","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1306.5,4.9,"uuid:0a960634-a765-4473-aa97-d564968aafc0",1,0,0,0,0,0,0,0,0,0,"vervet",355,0.538888871669769,0,0.188888892531395,0.0377777777612209,0,355,3.11998915672302,355,100.585922241211,355,804.532531738281,0
"2032",356,356,382,"NA","uuid:df663e55-fd84-4e48-a3dc-61413f843590","Nyamburi",30,"Female","Mkurya","Primary","No","10",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"1","1","2","4","1","1",2,"Once_or_twice","Yes","No","No_conflict","Weather",3,"Yes","0_15","9","2","None","","","","","","","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1552.5,4.2,"uuid:df663e55-fd84-4e48-a3dc-61413f843590",0,0,0,0,0,0,0,0,0,0,"vervet",356,0.407335758209229,0.0262336023151875,0.29682794213295,0.0211111102253199,0.045555554330349,356,2.89020109176636,356,47.10986328125,356,6268.5361328125,0
"2033",357,357,383,"NA","uuid:2ff86aa5-edb7-4b97-ac64-53c23d8f14f2","Nyamburi",23,"Female","Mkurya","O_level","Yes","12",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",3,"Once_or_twice","Yes","Yes","No_conflict","Weather",6,"Yes","0_15","9","3","None","","","","","","","Cattle Dog Chicken","6","-2147483648","-2147483648","-2147483648","2","5","-2147483648","-2147483648","Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1624.6,4.9,"uuid:2ff86aa5-edb7-4b97-ac64-53c23d8f14f2",0,0,0,0,0,0,0,0,0,0,"vervet",357,0.595555543899536,0,0.0733333304524422,0.00222222227603197,0.0444444455206394,357,2.75485014915466,357,128.597198486328,357,4716.515625,0
"2034",358,358,384,"NA","uuid:3b54820f-0fe8-42b7-8de8-5d542d16b96e","Bisarara",45,"Female","Mkurya","Primary","Yes","9",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",2,"No","15_30","9","4","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","5","8","3","-2147483648","1","3","-2147483648","-2147483648","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Sheep","-2147483648","-2147483648","6","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","",1602.7,5,"uuid:3b54820f-0fe8-42b7-8de8-5d542d16b96e",1,0,0,0,0,0,1,0,0,0,"vervet",358,0.444444447755814,0,0.195555552840233,0,0.0366666652262211,358,2.66276979446411,358,73.8478927612305,358,3600.66748046875,0
"2035",359,359,385,"NA","uuid:671d5202-20db-4cf6-ab3f-da888cbe25ac","Bisarara",49,"Female","Mkurya","Primary","Yes","15",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",2,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",25,"No","30_45","9","6","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","50","25","20","-2147483648","2","15","-2147483648","-2147483648","Grazing_land","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Goat Sheep","-2147483648","2","3","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","Elephant",1613.7,4.7,"uuid:671d5202-20db-4cf6-ab3f-da888cbe25ac",1,0,0,0,0,0,1,0,0,0,"vervet",359,0.432816922664642,0.00205373531207442,0.176714032888412,0.0153397116810083,0.0429225862026215,359,2.85523843765259,359,68.7549362182617,359,2454.56030273438,0
"2036",360,360,386,"NA","uuid:0e0b4081-742b-4b54-b255-3dc7c39104eb","Tamkeri",40,"Female","Mkurya","None","Yes","15",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",5,"Yes","0_15","9","4","Guarding Shouting","","Elephant Other","Bushpig","Elephant","","Always","Cattle Sheep Goat Donkey Dog Chicken Duck","12","5","6","4","3","10","2","-2147483648","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Goat Sheep","-2147483648","15","20","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Sometimes","","","Elephant",1592.8,4.9,"uuid:0e0b4081-742b-4b54-b255-3dc7c39104eb",1,0,0,0,1,0,1,0,0,0,"vervet",360,0.622222244739532,0,0.0677777752280235,0.0833333358168602,0,360,2.79250335693359,360,54.7493019104004,360,1084.72802734375,0
"2037",361,361,387,"NA","uuid:90207e40-544e-4d7d-925e-be48aead9f47","Bisarara",36,"Male","Mkurya","Primary","Yes","9",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",3,"Yes","0_15","9","4","Guarding Shouting","","Baboon Elephant Other","Nguruwe","Elephant","","Always","Cattle Dog Chicken","2","-2147483648","-2147483648","-2147483648","1","5","-2147483648","-2147483648","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Goat","-2147483648","3","-2147483648","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","Elephant",1662.4,5,"uuid:90207e40-544e-4d7d-925e-be48aead9f47",1,1,0,0,1,0,1,0,0,0,"vervet",361,0.334444433450699,0.0266666673123837,0.391111105680466,0.0277777779847383,0.0599999986588955,361,3.42285799980164,361,100.585922241211,361,104.933662414551,0
"2038",362,362,388,"NA","uuid:f0177eff-7a03-4dd2-b32c-c6742cec7133","Tamkeri",30,"Male","Mkurya","Primary","Yes","10",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"Yes","0_15","9","4","Guarding Fire Shouting","","Elephant","","Elephant","","Often","Cattle Goat Dog Chicken","5","-2147483648","3","-2147483648","2","8","-2147483648","-2147483648","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Cattle Goat","3","2","-2147483648","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","",1624.8,5,"uuid:f0177eff-7a03-4dd2-b32c-c6742cec7133",1,0,0,0,0,0,1,0,0,0,"vervet",362,0.365555554628372,0.00999999977648258,0.187777772545815,0.0633333325386047,0,362,2.60960292816162,362,52.2028198242188,362,2214.8876953125,0
"2039",363,363,389,"NA","uuid:46ae7408-3b58-4902-8d68-3391d525da0d","Tamkeri",28,"Female","Mkurya","Primary","Yes","5",1,"Young_boy Men Adolesc_girl Women",1,1,"2","-2147483648","1","-2147483648","1","1",4,"Frequently","Yes","No","Crop_damage","Wildlife",3,"No","15_30","9","3","Guarding Shouting","","Elephant","","Elephant","","Sometimes","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1609.5,5,"uuid:46ae7408-3b58-4902-8d68-3391d525da0d",1,0,0,0,0,0,0,0,0,0,"vervet",363,0.662470936775208,0.000356917298631743,0.0996898114681244,0.00439870916306973,0,363,2.61074137687683,363,105.67887878418,363,1432.29833984375,0
"2040",364,364,390,"NA","uuid:a4833e81-1e26-49c0-a544-b1fa6af99ed9","Tamkeri",22,"Female","Mkurya","Primary","Yes","4",1,"Young_boy Men Women",1,1,"2","-2147483648","1","-2147483648","-2147483648","1",4,"Once_or_twice","Yes","Yes","Crop_damage","Wildlife",5,"No","30_45","9","3","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Dog Chicken","6","-2147483648","-2147483648","-2147483648","1","8","-2147483648","-2147483648","Disease","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1628,4.8,"uuid:a4833e81-1e26-49c0-a544-b1fa6af99ed9",1,0,0,0,0,0,0,0,0,0,"vervet",364,0.631111085414886,0.0155555559322238,0.212222218513489,0.0166666675359011,0.0433333329856396,364,2.95510053634644,364,40.7436637878418,364,259.322875976562,0
"2041",365,365,391,"NA","uuid:7f06601c-41b8-4f6d-99af-296797ece668","Nyamburi",26,"Female","Mkurya","None","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"1","-2147483648","1","3","-2147483648","1",4,"Few_times","Yes","No","No_conflict","Weather",2,"Yes","0_15","9","2","None","","","","","","","","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","","","NA","NA","","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1614.9,4.9,"uuid:7f06601c-41b8-4f6d-99af-296797ece668",0,0,0,0,0,0,0,0,0,0,"vervet",365,0.436666667461395,0.0366666652262211,0.201111108064651,0.0777777805924416,0,365,2.79808306694031,365,52.2028198242188,365,4135.61962890625,0
"2042",366,366,392,"NA","uuid:9e5c6eff-5415-4223-868a-a86abf523b61","Kisangura",28,"Female","Mkurya","Primary","Yes","5",1,"Young_boy Men Young_girl Women",1,1,"1","-2147483648","1","2","-2147483648","1",4,"Frequently","Yes","Yes","No_conflict","Weather",4,"No","30_45","9","3","None","","","","","","","Dog Chicken","-2147483648","-2147483648","-2147483648","-2147483648","1","6","-2147483648","-2147483648","Disease","Night_contained Day_none","NA","NA","NA_noMedLV","","NA","","-2147483648","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1693.6,4.8,"uuid:9e5c6eff-5415-4223-868a-a86abf523b61",0,0,0,0,0,0,0,0,0,0,"vervet",366,0.424444437026978,0.0211111102253199,0.366666674613953,0.0511111095547676,0,366,3.23129606246948,366,64.9352188110352,366,6193.3896484375,0
"2043",367,367,393,"NA","uuid:2ec69d4d-4b2d-45b6-8a4b-8446c36d989f","Makundusi",35,"Female","Mkurya","Primary","Yes","5",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",4,"No","15_30","9","2","Guarding Fire Shouting","","Elephant","","Elephant","","Never","Cattle Sheep Goat Dog Chicken","50","16","6","-2147483648","4","12","-2147483648","-2147483648","Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1331.4,5,"uuid:2ec69d4d-4b2d-45b6-8a4b-8446c36d989f",1,0,0,0,0,0,0,0,0,0,"vervet",367,0.275555551052094,0.00111111113801599,0.414444446563721,0,0.0444444455206394,367,3.1350531578064,367,72.5746536254883,367,1051.15795898438,0
"2044",368,368,394,"NA","uuid:1d8f8077-d378-4f91-a245-24d9b9e5ba47","Mosongo",42,"Male","Mkurya","Primary","Yes","15",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",10,"Yes","0_15","9","8","Guarding Fire Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken","20","21","15","-2147483648","2","21","-2147483648","-2147483648","Low_productivity","Day_dog Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","Elephant",1366.1,4.8,"uuid:1d8f8077-d378-4f91-a245-24d9b9e5ba47",1,0,0,0,1,0,0,0,0,1,"vervet",368,0.24777777493,0.0244444441050291,0.501111090183258,0.0577777773141861,0,368,2.3876965045929,368,80.2140884399414,368,5577.95556640625,1
"2045",369,369,395,"NA","uuid:d88ff96c-621e-4c13-98d3-dc763f097ccf","Kenokwe",42,"Male","Mkurya","Primary","Yes","9",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",7,"Yes","0_15","9","4","Guarding Fire Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken","22","42","12","-2147483648","4","8","-2147483648","-2147483648","Low_productivity","Day_dog Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Sheep","-2147483648","-2147483648","1","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","Elephant",1394.9,4.5,"uuid:d88ff96c-621e-4c13-98d3-dc763f097ccf",1,0,0,0,1,0,1,0,0,1,"vervet",369,0.121111109852791,0.0155555559322238,0.620000004768372,0.0266666673123837,0.0411111116409302,369,2.63584351539612,369,24.1915512084961,369,7460.19140625,1
"2046",370,370,396,"NA","uuid:73361f8c-5124-4bfb-a3d0-58e3e0c0fb75","Mosongo",67,"Male","Mwisenye","Primary","Yes","12",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",9,"Yes","0_15","9","5","Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken Duck","23","25","12","-2147483648","4","8","3","-2147483648","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Sheep","-2147483648","-2147483648","3","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","Elephant",1454.2,5,"uuid:73361f8c-5124-4bfb-a3d0-58e3e0c0fb75",1,0,0,0,1,0,1,0,0,1,"vervet",370,0.257777780294418,0.109999999403954,0.323333323001862,0,0,370,5.2102575302124,370,28.0112705230713,370,6503.68408203125,1
"2047",371,371,397,"NA","uuid:293c4ed6-69d0-4a45-9aa5-b9c00cb27bac","Mosongo",40,"Female","Mkurya","Primary","Yes","9",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",3,"No","60_plus","9","2","Guarding Shouting","","Baboon Elephant","","Elephant","","Rarely","Cattle Goat Dog Chicken","10","-2147483648","9","-2147483648","1","9","-2147483648","-2147483648","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Goat","-2147483648","2","-2147483648","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","",1478.4,5,"uuid:293c4ed6-69d0-4a45-9aa5-b9c00cb27bac",1,1,0,0,0,0,1,0,0,0,"vervet",371,0.0422222204506397,0.308888882398605,0.319999992847443,0,0.0344444438815117,371,7.94321346282959,371,21.6450729370117,371,9598.6845703125,0
"2048",372,372,398,"NA","uuid:f39f6359-3fe6-4ac9-93ef-6f9d0adcf934","Mosongo",35,"Male","Mkurya","Primary","Yes","13",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",2,"Never","Yes","Yes","Livestock_loss_med","Weather",5.5,"Yes","0_15","9","2","Guarding","","","","","","","Cattle Sheep Goat Donkey Dog Chicken","60","40","100","1","2","30","-2147483648","-2147483648","Grazing_land","Day_dog Night_contained Night_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","-2147483648","NA","NA","","NA","","NA","Goat Sheep","-2147483648","6","3","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","",1541.1,4.2,"uuid:f39f6359-3fe6-4ac9-93ef-6f9d0adcf934",0,0,0,0,0,0,1,0,0,0,"vervet",372,0.0633333325386047,0.0711111128330231,0.666666686534882,0,0,372,3.78260254859924,372,29.2845096588135,372,8635.521484375,0
"2049",373,373,399,"NA","uuid:08b4e26b-b83f-4fb0-8244-69d94e124e86","Kenokwe",24,"Female","Mkurya","Primary","Yes","14",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"4","2","2","3","1","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",28,"No","45_60","9","4","Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken","45","4","10","-2147483648","2","12","-2147483648","-2147483648","Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","-2147483648","NA","NA","","NA","","NA","Goat Sheep","-2147483648","8","4","NA","-2147483648","-2147483648","Hyena","NA","Hyena","NA","","Never","","","Elephant",1411.3,4.9,"uuid:08b4e26b-b83f-4fb0-8244-69d94e124e86",1,0,0,0,1,0,1,0,0,1,"vervet",373,0.0222222227603197,0.146666660904884,0.574444472789764,0,0,373,2.24572706222534,373,29.2845096588135,373,8457.4873046875,1
"2050",374,374,400,"NA","uuid:1c53796a-de1d-4008-8f22-47c5ca70bba9","Kenokwe",22,"Female","Mkurya","Primary","No","11",1,"",0,0,"-2147483648","-2147483648","-2147483648","-2147483648","-2147483648","-2147483648",4,"Few_times","Yes","Yes","Crop_damage","Wildlife",7,"No","45_60","9","2","Guarding Fire Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken","15","30","18","7","4","28","-2147483648","-2147483648","Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","-2147483648","NA","NA","","NA","","NA","","-2147483648","-2147483648","-2147483648","NA","-2147483648","-2147483648","","NA","","NA","","","","","",1404.9,4.9,"uuid:1c53796a-de1d-4008-8f22-47c5ca70bba9",1,0,0,0,0,0,0,0,0,0,"vervet",374,0.0544444434344769,0.170000001788139,0.745555579662323,0.00111111113801599,0,374,2.39301681518555,374,59.8422584533691,374,8249.2744140625,0
